"Name","url","Release_Date","Genre","Completed","Translator","Description","Count","Update_needed"
"Gate of Revelation","http://novelplanet.com/Novel/%47%61%74%65%2d%6f%66%2d%52%65%76%65%6c%61%74%69%6f%6e",2015,"Action, Adventure, Fantasy, Harem, Mature, Mecha, Romance, Sci-fi, Tragedy, Xuanhuan            ",FALSE,"daoseekerblog","We attend school, find love, work, buy a house, pay our housing loans, insert weird faces in WeChat, watch movies… do any of you find anything amiss? One day, a group of strange people entered this world, equipped in strange clothing and possessing extraordinary powers, cold-blooded killers! They call themselves [Players].Wait! Wait! You people want to kill me? You say I am NPC (Non Playable Character)? Stop joking around! You crazy bastards! I will fight you to the death! I will survive!NPC beating up Players! Original residents beating up Transmigrants!My world, my rules! What makes you think you bastards can come over and boss us around?Treading the path of the strongest saviour in history, one destined to be filled with excitement!…Chen Xiaolian: From today onwards, an organization whose sole purpose is to oppose those bastards is established! Our guild shall be named… Player Thwarting Alliance!Guild Member: Leader, this name, if we are to say it out, I fear we will be beaten up…",329,FALSE
"Gekitotsu no Hexennacht","http://novelplanet.com/Novel/%47%65%6b%69%74%6f%74%73%75%2d%6e%6f%2d%48%65%78%65%6e%6e%61%63%68%74",2015,"Action, Adventure, Fantasy, Sci-fi, Shounen            ",FALSE,"Baka-Tsuki","The world is terrorized by the powerful Black Witch who has been sealed in the moon. Every ten years, the night of Hexennacht arrives and a chosen witch must battle the Black Witch in hopes of finally defeating her.As the current decade’s Hexennacht approaches, a mysterious girl named Kagami Kagami arrives and meets Horinouchi Mitsuru, the daughter of the previous Hexennacht representative. It takes place between Kyoukai Senjou no Horizon and the City Series, two other series by the author.",54,FALSE
"Gekka no Utahime to Magi no Ou","http://novelplanet.com/Novel/%47%65%6b%6b%61%2d%6e%6f%2d%55%74%61%68%69%6d%65%2d%74%6f%2d%4d%61%67%69%2d%6e%6f%2d%4f%75",2012,"Fantasy, Romance, Sci-fi, Supernatural            ",FALSE,"Unknown","What kind of future awaits the boy who holds two powers that can change the world? A technological revolution was brought about by The Last Witch, to the world of magic, with the introduction of ‘science’. Lyle, a boy wielding the powers of both magic and science, was caught between his childhood friend, the noblewoman Maria who was pressing forward into an era of science, and Lunaria, a girl of the Phantasm race, a symbol of the age of magic. Two different girls, from two different eras and ages. Which, will the boy bearing the power to change the world, choose?",6,FALSE
"Gekkou","http://novelplanet.com/Novel/%47%65%6b%6b%6f%75",2010,"Mystery, Psychological, Romance, School Life, Shounen            ",FALSE,"Unknown","Gekkou, or “Moonlight”, is about the peculiar relationship between a cynical boy and a perfect girl. Said cynical boy is Nonomiya who spends day in day out in boredom, taking refuge from his dull life in his imagination. One fateful day, he happens upon the notebook of the much-rumored beauty Youko Tsukimori, neglected on the ground. Poking out from it is a scrap of paper with the unexpected title “Murder Recipe”. His interest ignited, he immediately stuffs it into his pocket, only to find out the promising recipe contains nothing but scenarios that may or may not lead to deadly accidents, not even worthy of being called a plan. When he tentatively asks her about it the next day, she hasn’t lost anything. But then her father dies. An accident…",11,FALSE
"Genius Demon Empress","http://novelplanet.com/Novel/%47%65%6e%69%75%73%2d%44%65%6d%6f%6e%2d%45%6d%70%72%65%73%73",2014,"Action, Adventure, Fantasy, Martial Arts, Romance, Xianxia            ",FALSE,"akihaharu.tumblr.com","The two faced number one female spy transmigrates to a different world and becomes an outrageous idiot girl. When she woke up, what she had to face was consecutive blows of the decline of her family clan, her crippled martial skills, and her disfiguration. To protect her family, she must obtain the treasured book, obtain outstanding achievements, summon a dark beast army. Wait and see how in this unfamiliar, dark magical continent, she dies and becomes a demon then steps up to the top, making all of the formidable people in the world bow down to her in respect.",3,FALSE
"Genius Doctor: Black Belly Miss","http://novelplanet.com/Novel/%47%65%6e%69%75%73%2d%44%6f%63%74%6f%72%2d%42%6c%61%63%6b%2d%42%65%6c%6c%79%2d%4d%69%73%73",2015,"Action, Fantasy, Josei, Romance, Xuanhuan            ",FALSE,"Misty Cloud Translations","She was a peerless genius in the 24th Century – all she needed was a silver needle and she could practically bring anyone back from the dead. After an explosion, she crossed over into a strange world; everyone calls her “Miss.” The previous “Miss” before had no contractual spirit, was weak and incompetent, and even the fiancé comes over with a new love and bullies her? Now that she has taken over, who dares to act so presumptuously around her? With needles in hand, the world is for her to own! Wherever she goes, miracles follow! However, she saved a pest. What was she thinking when she saved that man. His stunning demeanor and impeccable face is a huge contrast to his cruel actions. He tries all ways to win her over. This is an interesting cross over story with some magic, romance and a black bellied miss as the main character.",689,FALSE
"Genius Sword Immortal","http://novelplanet.com/Novel/%47%65%6e%69%75%73%2d%53%77%6f%72%64%2d%49%6d%6d%6f%72%74%61%6c",NA,"Action, Adult, Ecchi, Fantasy, Harem, Martial Arts, Mature, Romance, School Life, Xuanhuan            ",FALSE,"www.novelsaga.com","A teenager who unexpectedly gets transported to the modern world from ‘the world of the immortals’ . He finds himself in the body of an ordinary guy. He wants to go back to his world and for that, he will have to practice to get stronger and investigate the reason why and how he crossed through to this world.",229,FALSE
"Genjitsushugisha no Oukokukaizouki","http://novelplanet.com/Novel/%47%65%6e%6a%69%74%73%75%73%68%75%67%69%73%68%61%2d%6e%6f%2d%4f%75%6b%6f%6b%75%6b%61%69%7a%6f%75%6b%69",2014,"Action, Adventure, Comedy, Drama, Fantasy, Harem, Psychological, Romance            ",FALSE,"Yukkuri Free Time Literature Service","“O, Hero!” With that cliched line, Kazuya Souma found himself summoned to another world and his adventure–-did not begin. After he presents his plan to strengthen the country economically and militarily, the king cedes the throne to him and Souma finds himself saddled with ruling the nation! What’s more, he’s betrothed to the king’s daughter now…?! In order to get the country back on its feet, Souma calls the wise, the talented, and the gifted to his side. Five people gather before the newly crowned Souma. Just what are the many talents and abilities they possess…?! What path will his outlook as a realist take Souma and the people of his country down? A revolutionary transferred-to-another-world administrative fantasy series starts here!",61,FALSE
"Genocide Reality","http://novelplanet.com/Novel/%47%65%6e%6f%63%69%64%65%2d%52%65%61%6c%69%74%79",2015,"Adventure, Fantasy            ",FALSE,"Unknown","Including the Class F’s Shinzo Wataru, all 6 classes of first year students was teleported to a mysterious labyrinth with the school’s first floor. For a first timer, it’s a dungeon filled with deadly traps and violent monsters. But for Wataru, it looked strangely like the classic 3D Dungeon RPG, “Genocide Reality”, and he had mastered everything about “Geno-Real”. Even if it was Difficult Ranked “S” game, it’s nothing but a simple pastime for him. To escape the murderous labyrinth, he departs from his friends and the group to head off to the deepest part by himself. To enjoy this death game.",11,FALSE
"Gensou Suikoden","http://novelplanet.com/Novel/%47%65%6e%73%6f%75%2d%53%75%69%6b%6f%64%65%6e",1999,"Action, Adventure, Fantasy, Shounen            ",FALSE,"Unknown","The Soul Eater novels cover the events of the classic Playstation RPG Suikoden. Join Tir McDohl as he gathers the 108 Stars of Destiny!",4,FALSE
"Gentle Cage","http://novelplanet.com/Novel/%47%65%6e%74%6c%65%2d%43%61%67%65",2007,"Drama, Mature, Psychological, Yaoi            ",FALSE,"Unknown","“Beauty is in the eye of the beholder,” so goes the old adage about art, and nowhere is this truer than in the relationship between Itsuki and Tokiwa. To every one else, Itsuki is nothing more than a useless wallflower, but only Tokiwa can see that the man is actually a diamond-in-the-rough. It all began eight years ago, when amateur painter Itsuki Hashimoto and up-and-coming sculptor Masatsugu Tokiwa became friends through their love for art. But a few years later, family circumstances forced Itsuki to cut Tokiwa out of his life. Now, Itsuki is living a confined life as the “human pet” of Yamabe-sensei, Tokiwa’s former teacher. Can Tokiwa help Itsuki break free of his cage? Or has Itsuki become too much of a living “doll,” without a soul or freewill of his own?",0,TRUE
"Gentleman Free-Flowing Cloud","http://novelplanet.com/Novel/%47%65%6e%74%6c%65%6d%61%6e%2d%46%72%65%65%2d%46%6c%6f%77%69%6e%67%2d%43%6c%6f%75%64",NA,"Comedy, Romance, Wuxia            ",TRUE,"Unknown","As the left protector of the Demon Sect, and being so “honored” to be seen as the successor by her crazy Demon Sect leader…… ah, to be honest, she’s someone who rather just lead an idle life, but… sigh, her luck has always not been good. When she was ten, the Demon Sect leader bestowed upon her a handsome sect servant (they are called Sky Slaves (<U+5929><U+5974>)), in order to survive, she and her sky slave never parted from then on, cooperating perfectly, he even promised he would follow her for one life, one lifetime… what a one life, one lifetime! Ah… it’s only a beautiful back, there’s nothing important about it, she shall be generous and not ask the person to take responsibility. Who knew that she’s generous but the other person is stubborn, insisting on having her as an adopted sister! Adopted sister? She once heard that the Cloud Family has a bad practice in the “Jiang Hu” (literally rivers and lakes, but indicating the pugilist world). — Ah! She has miscalculated! Miscalculated! Once she met the charismatic but poisonous heavenly man, can she make a full retreat?",19,FALSE
"Ghost Blows Out the Light","http://novelplanet.com/Novel/%47%68%6f%73%74%2d%42%6c%6f%77%73%2d%4f%75%74%2d%74%68%65%2d%4c%69%67%68%74",2006,"Adventure, Horror, Supernatural            ",FALSE,"Gravity Tales","Set in the 1980s, the novel follows former soldier Hu Bayi and his partner as they raid tombs in search of valuables. The two team up with an American archaeologist after they fall victim to a curse, and to release themselves from it they must seek clues found among ancient mythical sites across China. The title is derived from an old Chinese saying, credited by the author to genuine grave robbers: “A human lights the candle and the ghosts blow it out.” According to the author, grave robbers would place a candle in the south-east corner of a tomb after entering, in an attempt to make contact with the dead. If the candle was extinguished it was a sign that the spirits within opposed the intrusion, and the robbers would be obliged to depart, leaving everything intact and undisturbed.",9,FALSE
"Ghost Emperor Wild Wife: Dandy Eldest Miss","http://novelplanet.com/Novel/%47%68%6f%73%74%2d%45%6d%70%65%72%6f%72%2d%57%69%6c%64%2d%57%69%66%65%2d%44%61%6e%64%79%2d%45%6c%64%65%73%74%2d%4d%69%73%73",NA,"Action, Drama, Historical, Romance, Shoujo            ",FALSE,"exploreandtry.blogspot.com.tr","Yun Luo Feng, Hua Xia Medicial School’s genius, died from an accident and her soul then attached to Long Xia mainland’s General family’s useless eldest miss. This waste not only can’t read nor fight (practice martial art), but is big chested, no brain, arrogant and self-willed. Since having the crown prince as a perfect fiance isn’t enough, she actually snatched a pretty boy in public, leading to the crown prince to annul the marriage. But the waste couldn’t stand this development and hung herself to end her life. Open her eyes again, she is no longer the previous useless miss. She got a contract with God’s puppet and carrying spiritual plant space. With wonderful hands that can rejuvenate and medical skills that stun the world! Above the royal descendants and nobles, below the merchants, all competing to curry her favor, even the His Royal Highness, the crown prince, who previously broken the engagement, came knocking on the door wanting to reconcile? In regard to this, a mysterious man finally couldn’t endure: “Whoever dare to come and harass my woman, let them come but never return!”",27,FALSE
"Ghost Hunt","http://novelplanet.com/Novel/%47%68%6f%73%74%2d%48%75%6e%74",1989,"Comedy, Drama, Horror, Mystery, Psychological, Romance, Shoujo, Supernatural            ",FALSE,"Baka-Tsuki","Ghost Hunt follows the ghost hunting adventures of Mai Taniyama, a first year high school student, who becomes involved with the Shibuya Psychic Research Center (SPR) and its young manager, Kazuya Shibuya. When Mai accidentally injures Shibuya’s assistant Lin Koujo, and breaks an expensive video camera being used by SPR in an investigation at her school, she works as a part-time assistant with SPR to repay her debt.",51,FALSE
"Ghost Invasion","http://novelplanet.com/Novel/%47%68%6f%73%74%2d%49%6e%76%61%73%69%6f%6e",2016,"Horror, Josei, Mature, Mystery, Romance, Supernatural            ",FALSE,"Reading Attic","How does a whole new world open unto you? Not by resurrecting, not by time-traveling — if you also married a ghost husband that died a month ago, you would understand all of this! If he just died, if I just married, it would still be fine, but he had to come every night and eat me clean! If he just ate me, I would still be able to tolerate, but the living is a hassle too! A coquettish mother-in-law, an uncle that keeps on sending silent love messages to my mother-in-law, and a sullen aunt that never talks……",49,FALSE
"Gifting You With A City that Will Never Be Isolated","http://novelplanet.com/Novel/%47%69%66%74%69%6e%67%2d%59%6f%75%2d%57%69%74%68%2d%41%2d%43%69%74%79%2d%74%68%61%74%2d%57%69%6c%6c%2d%4e%65%76%65%72%2d%42%65%2d%49%73%6f%6c%61%74%65%64",2016,"Drama, Romance            ",FALSE,"Novitranslation","In a quiet and secluded corner of this world, the ordinary and unspectacular sparklers which you held in front of me was the single, most romantic experience I had ever encountered in my entire life. You gave me a city that would never be isolated; in return, I would gift you with a simple and quiet eternity. “Gifting You With a City That Will Never Be Isolated details the romance between an awkward, quiet, introverted and socially handicapped female lead and a good-natured and sweet male lead. Their romance, in fact, is a steady stream that flows unnoticed slow if one doesn’t pay attention. This novel isn’t the most exciting, nor the most captivating – but it’s a sweet, lovely novel detailing the sweet and ordinary love between two common folks, and perhaps best expresses what healthy, ordinary relationships should aim to be like. It’s a story about growth, about trust, and about how a healthy relationship can really help one to change for the better.”",2,FALSE
"Gin no Juujika to Draculea","http://novelplanet.com/Novel/%47%69%6e%2d%6e%6f%2d%4a%75%75%6a%69%6b%61%2d%74%6f%2d%44%72%61%63%75%6c%65%61",2012,"Comedy, Ecchi, Fantasy, Harem, Romance, School Life, Shounen, Supernatural            ",TRUE,"Unknown","“Impossible… Why are you not following my orders!? Clearly I sucked your blood, why!?” On the very first day of high school, the youth subscribing to the philosophy of “absolutely ordinary everyday life,” Kujou Hisui, encountered disaster head on: he was attacked by Rushella Daamu Draculea, the vampire who had lost her memory. Rushella was greatly intrigued to find her vampire powers ineffective against Hisui. Not only did she make Hisui’s home her own, she even enrolled in his school to stick to him– Hisui had no choice but to help Rushella regain her memory. But before one crisis could be resolved, many more had risen. With tempting advances from the mysterious Sudou Mei, and kidnapped by the girl from the Supernatural Investigations Section in search of Rushella, Hisui’s ordinary life has been replaced by its complete opposite, drama– Romantic comedy and supernatural action in a school setting!",40,FALSE
"Ginban Kaleidoscope","http://novelplanet.com/Novel/%47%69%6e%62%61%6e%2d%4b%61%6c%65%69%64%6f%73%63%6f%70%65",2003,"Comedy, Romance, Shoujo, Sports, Supernatural            ",FALSE,"Unknown","The story revolves around Tazusa Sakurano, a Japanese Olympic figure skating candidate, and Pete Pumps, a Canadian stunt pilot. During a qualifying round in Montreal, Canada, Tazusa falls in the middle of a Triple Lutz and loses consciousness. At the same time, Pete dies mid-performance when his stunt plane crashes due to mechanical trouble. Unfortunately for Tazusa, Pete ends up involuntarily inhabiting her body for 100 days.",3,FALSE
"Girl Corps","http://novelplanet.com/Novel/%47%69%72%6c%2d%43%6f%72%70%73",NA,"Ecchi, Fantasy            ",FALSE,"Unknown","Social game had became the hot topic in public now. There was one man who was addicted to it.For some reason, he was invited to another world as he cranked a gachapon like he usually does.The social game gachapon entered into his trusty smartphone.It was a convenient and cheat tool that can give out equipment and beautiful girl characters.He now aims to create the world’s strongest army of beautiful girls in another world.",3,FALSE
"GJ Bu","http://novelplanet.com/Novel/%47%4a%2d%42%75",2010,"Comedy, Harem, Romance, School Life, Shounen            ",FALSE,"Haraguro Scans","Shinomiya Kyoya is forced to become a new member of the GJ-bu (lit. GJ Club), an unidentified club that dwells in a room of the former building of a certain school. There he meets four girls: Mao, Megumi, Shion and Kirara. Time flies with these unique girls around. The series follows the everyday, though unusual, antics of this band of friends.",57,FALSE
"Glau Standear Empire Story","http://novelplanet.com/Novel/%47%6c%61%75%2d%53%74%61%6e%64%65%61%72%2d%45%6d%70%69%72%65%2d%53%74%6f%72%79",2013,"Action, Adventure, Fantasy, Historical, Romance, Supernatural            ",FALSE,"Unknown","Five years ago, seven heroes—known as the “Seven Saints of the Empire” ever since—took action and ended the great war against the neighboring country of Regia. One of the Seven Saints was a young man named Chrom Jarrett, the dual-wielding swordsman and strategist. To fulfill his promise to his liege, Princess Eustina, he returned to the front lines as the Empire’s trump card with war looming on the horizon. Featuring a heroic strategist in a spectacular display of his outstanding martial and intellectual prowess to cleverly reverse hopeless battle situations, a fantasy war story officially begins!!",2,FALSE
"Global Evolution","http://novelplanet.com/Novel/%47%6c%6f%62%61%6c%2d%45%76%6f%6c%75%74%69%6f%6e",2013,"Action, Adventure, Fantasy, Horror, Mature, Romance, Sci-fi            ",FALSE,"Qidian International","The Cambrian Big Bang, now the largest life science puzzle… 500 million years ago,among single-celled life on Earth , there suddenly began mutations similar to evolution, a variety of gorgeous creatures were born “out of thin air”, all ancestors of today’s species appeared in that short period of time, each species were evolving at lightning speed; billion times faster than today, it was a brilliant era. Unfortunately, the life of brilliant things are always short, after the brief “Cambrian”, life on Earth entered another 56 million years of evolutionary era at turtle speed. And humans, were also one step faster during the turtle race, and become the leader of life on Earth. But now — a greater “second age” has come again. During the lightning speed of evolution, humanity was kicked off of the throne on the food chain in the shortest time possible, and life on Earth, welcomed the second brilliant big bang. The real end of the world, is no longer brainless zombies or desolate earth, but — the end of mankind, the whole earth’s paradise.",74,FALSE
"Glory to Earth Magic","http://novelplanet.com/Novel/%47%6c%6f%72%79%2d%74%6f%2d%45%61%72%74%68%2d%4d%61%67%69%63",NA,"Action, Fantasy, Romance, Tragedy            ",FALSE,"raenadel.wordpress.com","The protagonist suddenly reincarnates into another world when he notices.In this world, there are inherent attributes and their respective magics.There are attributes such as Fire, Ice, Wind, Earth, Light, and Dark.In that world, flashy magic is equal to status.Once the protagonist had turned 5, he been revealed to have the Earth attribute.The Earth attribute is the most unpopular one in this world due to it’s plain looks.Now, the protagonist decides to bring glory to earth magic!",24,FALSE
"Go With The Flow Of Love","http://novelplanet.com/Novel/%47%6f%2d%57%69%74%68%2d%54%68%65%2d%46%6c%6f%77%2d%4f%66%2d%4c%6f%76%65",NA,"Romance            ",TRUE,"Unknown","There are 5 books on the 6 sworn brothers in a serial called streamer (<U+6D41><U+5149><U+7CFB><U+5217>). ‘They are rich, handsome and powerful. These book are on various types of love as well as on the bond and mateship between the brothers. Book on youngest 6th brother. Chen Yu Bai (3rd brother) & An Xiao Yi – Chen Yu Bai is a sharp, domineering & cool man whereas An Xiao Yi is a foolish, childish & innocent girl. He is her boss & she is his secretary. He bullies her yet at the same time will not hestitate to protect & shelter her. Thus, she can always rely on him. Their relationship is a funny one on how opposite attracts. Li Wei Ran (5th brother) & Qin Sang – Li Wei Ran and his cousin Qin Song fell in long with Sang Sang who is An Xiao Yi’s best friend. Sang Sang sees Li Wei Ran as a good man. He is polite, patient and passionate whereas she is independent, intelligent and interesting. They are a perfect pair but she is afraid to love so he has to work hard to convince her he is worthy of her love.. Short sequel on their children.",43,FALSE
"Gob Tensei","http://novelplanet.com/Novel/%47%6f%62%2d%54%65%6e%73%65%69",2014,"Comedy, Ecchi, Fantasy, Harem, Lolicon, Mature, Yuri            ",FALSE,"Unknown","From a warm, cozy world, I was born into a cold, noisy one. As I listened to the first cry I raised as a baby, it sounded like someone else’s, and I instinctively felt despair. That is– even from my poor senses, including my poor eyesight, I intuitively understood the cruel spectacle.The mother that birthed me………….it raised a somewhat beast-like creature’s scream, as if it was being dissected by the hand of some corpse-colored, starving small demons.No cheats, no status, no magic, no harem!?Aaa……for some reason, I understood. Isn’t this world difficulty in a ridiculously hard mode?",36,FALSE
"Goblin","http://novelplanet.com/Novel/%47%6f%62%6c%69%6e",NA,"Fantasy            ",FALSE,"Unknown","This is a story of a goblin who can’t differentiate human face and a story which includes a girl who had already closed her heart long time ago when she was young.",4,FALSE
"Goblin Kingdom","http://novelplanet.com/Novel/%47%6f%62%6c%69%6e%2d%4b%69%6e%67%64%6f%6d",2012,"Action, Adventure, Drama, Fantasy, Seinen            ",FALSE,"Neo Translations","With a hideous visage they came to be known as goblins. Hunted day after day, trampled, and crushed, these creatures lived with no other lot than to be killed. But all that changed when the king was born.",81,FALSE
"Goblin Slayer","http://novelplanet.com/Novel/%47%6f%62%6c%69%6e%2d%53%6c%61%79%65%72",NA,"Action, Adventure, Drama, Fantasy, Horror, Mature, Psychological, Romance, Seinen, Tragedy            ",FALSE,"Sinister Translations","“I only have goblins in my mind.” This is a story about a man who could only kill goblins but wished to become an adventurer. “I can’t save the world. I can only kill goblins.” It was said that, from a guild near the borders, there was a man who only hunted goblins and raised himself to Silver rank (Rank 3). He was that kind of rare existence… During a female priest’s first party as an adventurer, when she was caught in danger, that man, the “Goblin Slayer,” lent his hand out to help. He would do anything and everything to exterminate goblins. The priest was saved by him, the guild receptionist was grateful towards him, and his childhood friend, a cattle herder girl, was waiting for his return. It was then, that a young female elf who heard of his feats appeared and made a request… The extremely popular web novel has finally been published as a book! Kagyu Kumo and Kannatsuki Noboru presents this dark fantasy story. Let’s begin!",13,FALSE
"GOD","http://novelplanet.com/Novel/%47%4f%44",2014,"Fantasy            ",FALSE,"Prince Revolution!","This is a tale of blood and tears about collecting pets. In his entire life, the greatest ambition of the free-spirited little devil, Shooting Star, is to collect all sorts of beautiful pets. Elves and angels are definitely on the list. Can legendary mermaids be included too? If so, how about a dragon as well? However, one should not bite off more than one can chew. When defeating monsters, one should not start with the Demon King first, so of course, one should not start collecting pets with a dragon. It would be better to start the collection with this amber-eyed swordsman! Shooting Star: I’m just an honorable, veteran member of the Appearances Association. Is wishing to collect beautiful pets against the law? Since when did I end up riding the luxurious, one-way train to doomsday? Can I still disembark right now? Oh My GOD~ Even if GOD says that doomsday is approaching, pets still need to be collected!",4,FALSE
"God and Devil World","http://novelplanet.com/Novel/%47%6f%64%2d%61%6e%64%2d%44%65%76%69%6c%2d%57%6f%72%6c%64",2013,"Action, Adult, Adventure, Drama, Ecchi, Fantasy, Harem, Horror, Lolicon, Martial Arts, Mature, Sci-fi, Seinen, Supernatural, Tragedy, Xuanhuan            ",FALSE,"www.translationnations.com","In less than an instant the world as we knew it was at its end. That’s right. The Apocalypse. In a single blink Zombies appeared and mutated monsters began to rampage all throughout the world. Now it was the human species turn to fight for survival and planetary dominance! On the same day that the world descends into chaos we meet Yue Zhong. Initially only hoping to get to his friends and escape to a refugee camp our protagonist sets out, inadvertently building a team along the way. After a series of fortuitous events and a few serious hunches our hero decides it’s time to do more than just survive! Yue Zhong begins to form the foundations of an enormous survival plan… before he suddenly discovers that he has only gotten over the first hurdle…. Unbeknownst to Yue Zhong and company, the world outside of China is mostly a wasteland! Country sized swathes of nuclear radiation and an extreme shortage of supplies in the world after the nuclear explosions was quickly becoming the “norm”. Mutants, Evolved animals and what’s worse, intelligent out of control dinosaurs had quickly appeared and claimed their own sections of the planet. There were several innately powerful Evolved races which appeared that were more than 10 times stronger than humans, nearly all of them possessing bodies impenetrable by normal bullets. The fabled orcs’ were another of these Evolved races, the leader of which had in fact enslaved many of the remaining human beings. Unceremoniously exposed to such a cold and heartless new world, Yue Zhong is faced with a choice: Find a deep dark hole and hope it goes back to “normal”? Or overcome all obstacles and struggle towards Evolution!!!",523,FALSE
"God of Cooking","http://novelplanet.com/Novel/%47%6f%64%2d%6f%66%2d%43%6f%6f%6b%69%6e%67",NA,"Comedy, Drama, Fantasy, Romance, Slice of Life            ",FALSE,"KobatoChanDaiSuki","30-year-old Jo Minjoon has always wanted to become a chef. He started his culinary career late in life, however, and is currently chopping onions at a restaurant. Regretting his life choices, he wishes he could go back to change it all and falls asleep. Meanwhile, someone out there is willing to give him another chance and send him back in time. How will he use the new powers he obtained from this mysterious being?",155,FALSE
"God of Crime","http://novelplanet.com/Novel/%47%6f%64%2d%6f%66%2d%43%72%69%6d%65",2015,"Comedy, Fantasy, Mystery, Romance, School Life, Supernatural            ",FALSE,"Wuxiaworld","Seo Tae Hyuk, jailed after getting a false charge unfairly.He will be executed without being able to prove his innocence.When he opens his eyes, it’s 15 years in the past?",39,FALSE
"God of Music","http://novelplanet.com/Novel/%47%6f%64%2d%6f%66%2d%4d%75%73%69%63",2015,"Comedy, Fantasy, Harem, Romance, Seinen, Slice of Life            ",FALSE,"KobatoChanDaiSuki","A minus’s hand that fails every singer he put his hands on, Kang Yoon. He meets his death after being chased by loan sharks, losing his beloved sister and his everyday life. However, with those 10 years earned through coincidence… In his new life, he will walk the path to the best planner. 3rd rate or 1st rate, through his hands, they will become legend!!",52,FALSE
"God Of Slaughter","http://novelplanet.com/Novel/%47%6f%64%2d%4f%66%2d%53%6c%61%75%67%68%74%65%72",NA,"Action, Adult, Adventure, Fantasy, Harem, Mature, Romance, Tragedy, Xuanhuan            ",FALSE,"www.xianxiaworld.net","Growing up parentless, Shi Yan, who was left with a large amount of inheritance money, bore a general disinterest in life. The only times he felt alive was when adrenaline coursed thorough his veins. He quickly found that extreme sports, bungyjumping, cave diving & skydiving, gave him the biggest kicks. The bigger the adrenaline kick, the closer he was to death, the more alive he felt. Waking up in a pile of dead bodies in an unknown land, after a diving adventure had ended disastrously, he quickly realizes the body he now possessed was not his own. Follow Shi Yan as he explores this new world where danger lurks around every corner, and death is only a breath away; a world in which Shi Yan could not feel any more alive.",245,FALSE
"God of Thunder","http://novelplanet.com/Novel/%47%6f%64%2d%6f%66%2d%54%68%75%6e%64%65%72",NA,"Action, Adventure, Fantasy, Martial Arts, Xianxia            ",FALSE,"Unknown","After being transported to another world, Lei XinFeng must struggle to survive. His village is settled in a forest, far away from any major cities. The simple hunter’s life is the norm. The village struggles every year to gather enough food in summer to store for winter. However, this world is not as simple as it seems. After just turning 16 years old, his grandpa is ready to begin Lei XinFeng’s LunLi training. Just what is Lunli, and what past did his grandpa have? Will the new training help improve his current life, and what obstacles will the coming winter bring?",154,FALSE
"God Rank Hero","http://novelplanet.com/Novel/%47%6f%64%2d%52%61%6e%6b%2d%48%65%72%6f",NA,"Action            ",FALSE,"OOO Translations","Hero is an ultimate strength body existence. The troops that he leads will follow him as he become stronger and stronger divine existence. , a global online game that is jointly developed by America, China, Europe, Russia, India, Japan and Korea , consists genres of fantasy, adventure, war, entrepreneurship, territory construction, navigation, battle, and leisure. The players from the whole world are obsessed with this game. Every country sends their top professional gamers to participate the world tournament to demonstrate their talent. Da Fei once is an expert in treating every kind of severe internet addiction. After leaving the game for many years, he targets Hero Creates Legend’s unlimited business potential.",13,FALSE
"Goddess's Request","http://novelplanet.com/Novel/%47%6f%64%64%65%73%73%2d%73%2d%52%65%71%75%65%73%74",2015,"Adult, Mature            ",FALSE,"Unknown","Inside a certain day’s dream, [The Goddess of Love and Beauty, Yutaka Minoru] forcibly woke me and gave me a servant and a strange power. And then, I was told about the [Goddess’s Request]. According to the Goddess, “Right now, the male sex chromosome is on the decline. The male population itself is falling, and at this rate, no more men can be born. But you are different. In millions of people, you alone have two male chromosomes. You have the super rare XYY gene! So that humans can once again reproduce normally after sex, to preserve the integrity of natural childbirth, go spread your DNA!!” “In other words…” “Your quota is to screw at least 100 girls! If you manage to succeed, I’ll reward you! If you fail, I’ll send you to hell!” And with that, I was given a strange power from the Goddess, granted a servant, and forced to attempt to screw 100 girls. “You have until you graduate from high school.” No wait, that’ll be impossible! “I’m not popular at all, and I’m a virgin who has never even had sex! There’s no hope for me to do adult things!”",3,FALSE
"God-level Bodyguard in The City","http://novelplanet.com/Novel/%47%6f%64%2d%6c%65%76%65%6c%2d%42%6f%64%79%67%75%61%72%64%2d%69%6e%2d%54%68%65%2d%43%69%74%79",NA,"Action, Comedy, Ecchi, Harem, Martial Arts, Mature, Romance, Wuxia            ",FALSE,"KobatoChanDaiSuki","A former sporting rifle shooter genius transforms into the ‘Juvenile Butcher’. While originally supposed to have received the death penalty, he was instead fortunate enough to have entered a secret and highly regarded armed force, throwing himself into the ‘Nirvana Project’.After a period of 10 years, he now has time to freely recover. Having trained until he had excellent military and martial skill, he sweeps through various military districts and returns back to his hometown. Under the monitoring of a beautiful female cop, he re-establishes his family’s bodyguard service, protecting beauties and moving unhindered, his achievements causing the fame of his outstanding, god-level bodyguard service to resound across the world!",32,FALSE
"Godly Hunter","http://novelplanet.com/Novel/%47%6f%64%6c%79%2d%48%75%6e%74%65%72",NA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Mature, Mystery, Sci-fi            ",FALSE,"mineralwatertranslation.blogspot.com.tr","With the sudden announcement of the launch of the holographic virtual network, Chen Mo, a hacker, received a special commission to hack this system in a bid to halt advancement.To complete his task, he enters GENESIS – the holographic virtual game touted as the most secure – to look for a way to hack it. In his search, he inevitably becomes a terrifying force to behold.",52,FALSE
