"Name","url","Release_Date","Genre","Completed","Translator","Description","Count","Update_needed"
"The Nine Cauldrons","http://novelplanet.com/Novel/%54%68%65%2d%4e%69%6e%65%2d%43%61%75%6c%64%72%6f%6e%73",2009,"Action, Adventure, Martial Arts, Romance, Tragedy, Wuxia, Xuanhuan            ",FALSE,"Gravity Tales","Emperor Zi Yu used 5 strikes of his axe to split mountains and unify everyone underneath the heavens. He partitioned the land into 9 areas, thus establishing the Nine Cauldrons which eventually became known as the 9 prefectures. When Emperor Zi Yu died, disputes unceasingly arose One thousand years later, a once in a generation genius, Heavenly Emperor of Qin Mountains was born. Able to split a one hundred meter river, equipped with his peerless martial prowess, he finally united the land under the heavens. However, when Heavenly Emperor of Qin Mountains died, chaos once again shrouded the land. Another one thousand years passed and no one was able to consolidate the nation. From contemporary society, great Chinese Martial Artist Teng Qingshan, unexpectedly arrived into this world.",345,FALSE
"The Nine Godheads","http://novelplanet.com/Novel/%54%68%65%2d%4e%69%6e%65%2d%47%6f%64%68%65%61%64%73",NA,"Action, Comedy, Martial Arts, Romance, Xuanhuan            ",FALSE,"Light Novels World","It’s a trend to take your grandfather along with you when passing through to another world, but we have kind of been cheated—have you ever experienced buy one get eight free? Hong Xiaobao: “This opponent is a bit formidable. All you old-timers, hurry up and save me please! If you don’t appear, then this prince is going to get angry!” Demon Emperor Meng Xianji: “Mockers, kill! Those who defy me, kill! Strong people, eat! Valuable treasures and materials, eat! Good equipment, steal!” Wine God Xiao Sanshao: “Why must you be so brutal? If there’s something wrong, can we not just all sit down and have a nice chat? I’ll teach you how to taste wine, youngster!” Medicine Immortal Tian Can: “You guys chat first. My condition today isn’t very good, so I’ll go rest first…. If you want to concoct some medicine, tell me after I wake up….” Godly Craftsman Xi Hong: “Didn’t I just upgrade your equipment yesterday? What are you afraid of? Attack, youngster! Isn’t that right, Chen Nan?” Formation Spirit Chen Nan: “En…. How about you go ask Mao Yue.” Beast Emperor Mao Yue: “Today’s sunshine is too bright. I’m recalling that cat of mine who died because of menstrual pain….” Hong Xiaobao: “Can you guys not be so misleading?”",84,FALSE
"The Noble Girl Living in Debt","http://novelplanet.com/Novel/%54%68%65%2d%4e%6f%62%6c%65%2d%47%69%72%6c%2d%4c%69%76%69%6e%67%2d%69%6e%2d%44%65%62%74",NA,"Fantasy, Romance            ",FALSE,"oniichanyamete.wordpress.com","Agnes Le Verges was a beautiful, haughty, Earl’s daughter.Called high society’s resplendent rose, she was an unobtainable goal.On one hand, the poor noble knight, Bernard, who held a grudge against Agnes for her the sneering and scorn at his upbringing and pedigree.Five years after that awful meeting, Agnes’ house suddenly fell into ruin. Her father’s scandals were the cause.Everyone around her was cold-hearted towards, her, and the only one who held a hand out to Agnes, who had lost everything, was Bernard.He said that if she worked as a servant, he would provide all of the necessities.Watching Agnes accept the proposal, Bernard snickered to himself.“It serves you right, Miss. I’m going to work you hard from now on…”",8,FALSE
"The Noble Girl who had her Engagement broken off, Today as well pushes the Prince off from the Tower","http://novelplanet.com/Novel/%54%68%65%2d%4e%6f%62%6c%65%2d%47%69%72%6c%2d%77%68%6f%2d%68%61%64%2d%68%65%72%2d%45%6e%67%61%67%65%6d%65%6e%74%2d%62%72%6f%6b%65%6e%2d%6f%66%66%2d%54%6f%64%61%79%2d%61%73%2d%77%65%6c%6c%2d%70%75%73%68%65%73%2d%74%68%65%2d%50%72%69%6e%63%65%2d%6f%66%66%2d%66%72%6f%6d%2d%74%68%65%2d%54%6f%77%65%72",2017,"Fantasy, Romance, Shoujo            ",FALSE,"Ainushi Translations","I, Hanabelle Cantar, was the fiance of this country’s second prince, Remnass-sama. That is until today. Just now, I just had my engagement earnestly broken off by the Prince. Yes, yes, today is the day that I have been eagerly awaiting all this time. My wish was to become a Librarian in the “Tower of Books”, Biblio Tower. Since I’ve had my engagement broken off, I should be free now right? ……So why, is Prince Remnass coming to the tower to see me? He’s a hinderance to my reading, so I will give my all, to have him allow me to humbly push him out!",4,TRUE
"The Other World Dining Hall","http://novelplanet.com/Novel/%54%68%65%2d%4f%74%68%65%72%2d%57%6f%72%6c%64%2d%44%69%6e%69%6e%67%2d%48%61%6c%6c",2013,"Adventure, Comedy, Fantasy            ",FALSE,"Unknown","The Western Style Cathouse. Near the business district and nestled in a poor corner of the shopping district, in the first basement floor of a multi-business building. From 11 a.m. to 3 p.m. is lunch time, and 6 p.m. to 9 p.m. is dinner time. During holidays and weekends, the business district becomes empty. Lunch is up to 1000 yen. You have your free choice of rice, bread and soup and it’s a good variety. On the signboard mounted on the store’s entrance is the image of a beckoning cat. The cat’s bell is the main feature of this mascot. My cat-loving grandpa left this small store to me who, if I had to say, liked dogs better. In other words, an average restaurant you can find anyway. …Ah, but there’s one thing that’s different from other places. Every Saturday, the store has some very special guests come in, and it becomes a business day. Shouldn’t the store be closed? That’s right. That’s why it’s a special sale. Only on Saturday, we welcome only these special customers, and because of that, superficially it’s a holiday. Even I don’t know when my grandpa started doing this. But, ‘Those on the Other Side’ call this place ‘The Other World Dining Hall’.",16,FALSE
"The Path of the Cannon Fodder's Counterattack","http://novelplanet.com/Novel/%54%68%65%2d%50%61%74%68%2d%6f%66%2d%74%68%65%2d%43%61%6e%6e%6f%6e%2d%46%6f%64%64%65%72%2d%73%2d%43%6f%75%6e%74%65%72%61%74%74%61%63%6b",NA,"Adventure, Comedy, Historical, Shounen Ai, Yaoi            ",FALSE,"fluffysnowtime.wordpress.com","Ling Xiao was secretly in love with a girl named Mo Qi; because of an accident, they both crossed into the ancient times. Mo Qi who was preinstalled with the Mary Sue halo, in these ancient times, walked to the summit with a golden finger. However, Ling Xiao continued to be exploited by Mo Qi. After he no longer had any values to exploit, he soon became a pitiful cannon fodder. The heavens decided to take pity on Ling Xiao. And gave Ling Xiao an opportunity for rebirth. After rebirth, he vowed that all his enemies would repay him with a debt of blood! However, why have all these enemies of his, fallen into the mode of cutting their heads open? “Hey, are you really that unremarkable person who used to follow behind Mo Qi?” “So this dance was originally danced by you, sigh……” “You are obviously a man, yet you move me so much.” “Enough! Since you have taken the initiative to provoke me, then you must concentrate on me!” Ling Xiao expressed: If you want to counterattack, then counterattack. As long as your golden finger is bigger than Mo Qi’s. But how did Mo Qi’s Mary Sue halo end up in his body! He is still a straight man who likes beauties! He definitely, definitely doesn’t want to turn curved!",10,FALSE
"The Peculiars' Tale","http://novelplanet.com/Novel/%54%68%65%2d%50%65%63%75%6c%69%61%72%73%2d%54%61%6c%65",NA,"Action, Adventure, Fantasy, Mystery, Psychological, School Life, Sci-fi, Shoujo, Slice of Life, Supernatural            ",FALSE,"sharramycats.wordpress.com","Why do people want to see the future? To change it? Or to prevent something bad from happening?People want to see their future because they believe that there are great things set for them. They dream big, expecting that something spectacular will happen. They’re also eager to unfold all mysteries in this world. There are some people ‘though who anticipate the future because of the fear hiding inside their heart.They want to see it badly. Well, except for me. I don’t want to see the future. I mean – ‘their’ future.I don’t know how, but it started two years ago. I gained the ability that no other people have – the ability to see the future.",52,FALSE
"The Phantom King","http://novelplanet.com/Novel/%54%68%65%2d%50%68%61%6e%74%6f%6d%2d%4b%69%6e%67",2007,"Action, Drama, Ecchi, Seinen, Supernatural            ",FALSE,"Unknown","N/A",0,TRUE
"The Place You Called From","http://novelplanet.com/Novel/%54%68%65%2d%50%6c%61%63%65%2d%59%6f%75%2d%43%61%6c%6c%65%64%2d%46%72%6f%6d",2015,"Romance, Supernatural            ",FALSE,"Unknown","The Place You Called From is a novel by Sugaru Miaki, also known as Fafoo, writer of Starting Over, Three Days of Happiness, and Pain, Pain, Go Away. The story is about a boy entering high school, who answers a strange call from a public phone one night. The caller challenges him to a bet: She’ll remove the birthmark which he sees as the cause of so many problems, and he’ll have fifty days to win the heart of a girl he’d considered far beyond his reach. And with this, a very strange summer begins.",14,FALSE
"The Portal of Wonderland","http://novelplanet.com/Novel/%54%68%65%2d%50%6f%72%74%61%6c%2d%6f%66%2d%57%6f%6e%64%65%72%6c%61%6e%64",NA,"Action, Adventure, Fantasy, Martial Arts, Romance, Xianxia            ",FALSE,"www.xianxiaworld.net","A wonder falling down from heaven! A boy possessed by strange blood! Gods tremble! Demons flee! A boy from the land of Dong Zhou. A pink skull as his sworn friend until death. A story of a determined warrior struggling for power. A legend that shakes the galaxy and disturbs the worlds of god, demon and man.",168,FALSE
"The Power of the Saint is All Around","http://novelplanet.com/Novel/%54%68%65%2d%50%6f%77%65%72%2d%6f%66%2d%74%68%65%2d%53%61%69%6e%74%2d%69%73%2d%41%6c%6c%2d%41%72%6f%75%6e%64",2017,"Fantasy, Romance            ",FALSE,"CloudyTL","Sei, a 20 year old office worker was summoned to a different world after finishing some overtime work. But the person who had summoned her looked at her face and said, “This is not the Saint.” Is this neglect play!? Sei left the royal palace and concealed her saint title. She started working at a laboratory where she made potions and cosmetics. She used her magic to grant people’s requests and slowly people began suspecting that she was a saint… Can Sei enjoy her slow dreamy different world life without her saint title being found out?!",5,FALSE
"The Princess Wei Yang","http://novelplanet.com/Novel/%54%68%65%2d%50%72%69%6e%63%65%73%73%2d%57%65%69%2d%59%61%6e%67",NA,"Drama, Historical, Josei, Mature, Psychological, Romance            ",FALSE,"solstar24","Life is unpredictable. Her husband loved her stepsister, deposed her as Empress and even forced her son into death. In that Cold Palace, she was forced to drink poisonous wine. So in the next lifetime, she made a promise to never do good deeds and help others, to never step into the palace and to never become the Empress! At the Prime Minister’s estate, the mistress’ daughter is reborn into a she-devil. An evil stepmother? I will make sure you go to Hell! A two-faced, hypocritical older stepsister? I will rip apart that beautiful façade! A scheming younger stepsister? I will throw you into the grave! You guys didn’t let me live peacefully so you should also expect the same! Initially she wanted to stay away from disaster as far as possible; however, a man’s heart is like a needle in the sea—impossible to search for, impossible to understand. The man who once swore to abandon her became someone who can’t live without her. The enemy from the past lifetime suddenly confesses his feelings for her. Even worse, she is bothered by a handsome man with a thick-skin who doesn’t know how to give up!",35,FALSE
"The Promotion Record of A Crown Princess","http://novelplanet.com/Novel/%54%68%65%2d%50%72%6f%6d%6f%74%69%6f%6e%2d%52%65%63%6f%72%64%2d%6f%66%2d%41%2d%43%72%6f%77%6e%2d%50%72%69%6e%63%65%73%73",NA,"Comedy, Gender Bender, Historical, Romance            ",FALSE,"moonlighttranslations.wordpress.com","Occupational Analysis of “Crown Princess”:Number One: Promotion prospects are bleak, Crown Princess—Empress—Empress Dowager, the time between each is vast, and difficulty is extremely high.Number Two: No guarantees of continuous labor, not to mention the lack of insurance, you can be dismissed at any time, furthermore you will no longer be able to start another career!Number Three: The nature of the job is dangerous, at any time there is the danger of death, if the Crown Prince isn’t able to ascend as emperor, you will fall out of luck together with him, if the crown prince ascends as emperor, you have to be careful as to not unluckily fall alone.Number Four: Moonlighting as a sex worker, though the intensity of the job is unlikely to be very big, however, there is no power to select the service partner.To summarize, the job of Crown Princess isn’t particularly a good job, no prospects, large stress, and the manual labor is intense……Okay, in fact that was just a flood of words, a simple summary is:This is a story about a “woman’s” struggles in the harem……At the same time, it is also about a “man’s” sufferings in the harem……",4,FALSE
"The Pygmalion Is Planting Seeds","http://novelplanet.com/Novel/%54%68%65%2d%50%79%67%6d%61%6c%69%6f%6e%2d%49%73%2d%50%6c%61%6e%74%69%6e%67%2d%53%65%65%64%73",NA,"Adult, Fantasy, Mature, Mystery, Psychological, Romance, Tragedy            ",FALSE,"www.novitranslation.com","The Pygmalion Is Planting Seeds is a story following the life of a graduate student who failed all university entrance exams and is thus left looking for another chance the whole year. After a former classmate girl he likes went missing, he decided to spend his free time looking for her, without having the least idea about what is going to happen to him.This is a story of blood and flowers, beauty and gore. Following the story of Mamesaki Kuuya as a protagonist and using a little spice of supernatural, it shows you how love could turn a person blind.",15,FALSE
"The Reaper King","http://novelplanet.com/Novel/%54%68%65%2d%52%65%61%70%65%72%2d%4b%69%6e%67",NA,"Action, Martial Arts            ",FALSE,"Unknown","A boy who managed to attain the eyes of fate through a deal with the Demon King, Gongson Chun Gi. But the deal came with a heavy cost. Gongs Chun Gi’s resistance against his unfair fate. The king of the dead, the Reaper King, descends into the martial world!",1,FALSE
"The Rebirth of Deceased Consort that Astounded the World","http://novelplanet.com/Novel/%54%68%65%2d%52%65%62%69%72%74%68%2d%6f%66%2d%44%65%63%65%61%73%65%64%2d%43%6f%6e%73%6f%72%74%2d%74%68%61%74%2d%41%73%74%6f%75%6e%64%65%64%2d%74%68%65%2d%57%6f%72%6c%64",NA,"Martial Arts, Romance            ",FALSE,"Unknown","Unmarried woman being pregnant? A disgrace in the grand wedding! Princess (Wang fei) of Jing An, who was envied by everyone, in the blink of an eye became a fallen woman. Insults, divorce, assassination, perishing…. Everything seemed like a meticulously schemed game! When dead game revived by a chance, she returned with a hatred and with exactly the same face as in the past. Dazzling and with astonishing talent, she awe-struck the imperial court as well as the ordinary people! The former husband was struggling between love and regret while princes of three countries were mutually enamored with her. She sneered at it all. If people humiliated me I will humiliate them. If people ruined me, I will ruin them. At that time, while suffering false accusations , she suppressed her tears and asked with an accusation: “Is prince (Wanye) willing to believe me?” His expression chilling, with a straight wave of the palm he caused her dress shattering into small pieces, using the most cruel method proving her innocence! At this moment, with extreme regret and ache said: “I believe you.” She coldly smiled, “I will never believe you!”",30,FALSE
"The Rebirth of the Malicious Empress of Military Lineage","http://novelplanet.com/Novel/%54%68%65%2d%52%65%62%69%72%74%68%2d%6f%66%2d%74%68%65%2d%4d%61%6c%69%63%69%6f%75%73%2d%45%6d%70%72%65%73%73%2d%6f%66%2d%4d%69%6c%69%74%61%72%79%2d%4c%69%6e%65%61%67%65",NA,"Action, Drama, Historical, Martial Arts, Romance            ",FALSE,"Zazajunnie","The Di daughter of military lineage – pure, amiable, quiet and yielding – foolishly in love with Prince Ding, threw herself into the role of a wife.After assisting him for six years, she finally became the mother to the world (empress), and he the emperor.She accompanied him to fight for the country, to flourish the country’s territory, and even took risk to be a hostage in a foreign country. Yet, after returning five years later, there was no place to fit in the Inner Palace.The beauty in his arms smiled brightly, “Older sister, the country is stabilized and you should retire.”Her daughter had met with a violent death and the Crown Prince, her son, was disposed. Not one of the Shen family members – who had sacrificed themselves for the country – were lucky enough to escape. In one dynasty, everything was overturned: her clan had perished and she needed to mourn for her children!Shen Miao never did thought that as a married couple who went through trials and tribulations and mutually assisted one another was just a stage joke to him!He said, “Seeing that you have followed Zhen for twenty years, Zhen will grant you with an intact corpse. You should be grateful this great act of kindness.”Under the three Chi of white silk, Shen Miao made a malicious vow: In the time to come, she will take part in each and everyone’s end!Upon rebirth, she returned to the time when she was fourteen, where the tragedy had yet to occur: her family were still alive and she was still the pure, amiable, quiet and yielding Di daughter of military lineage.Her relatives had all been hiding their black hearts. Her female cousins are ruthless and malicious, her new Yiniang is like a tiger watching its prey, and the disreputable man is wanting to repeat of events.Her family must be protected, the huge enmity must be avenged, the Imperial seat of the country must also be part of the trophy. In this lifetime, let’s see who can beat the others!But that little marquis from the Xie family, the arrogant and obstinate spear carrying youth, stood biasedly at her side and proudly said, “It is only the measly fall of the Imperial power. Remember this, the world belongs to you. You– Belong to me!”Di – legitimate/offspring of the first wifeZhen – the term an emperor uses to refer to himselfYiniang – stepmotherChi – 1/3 of a meter",49,FALSE
"The Reckless Trap Magician","http://novelplanet.com/Novel/%54%68%65%2d%52%65%63%6b%6c%65%73%73%2d%54%72%61%70%2d%4d%61%67%69%63%69%61%6e",2017,"Action, Adventure, Comedy, Fantasy, School Life, Shounen            ",FALSE,"Rhex Translations","A 15-year-old boy, Lute Drago. In a world where each person can use one type of magic, the magic he can use is “Trap Magic.” A type of magic that everyone believed to be useless, but Lute finds power in this magic. Fire, water, wind, earth, thunder…A single magician able to use many different types of magic. Because of this, Lute was accepted into the special class of the Adventurer’s Academy. With all of the available special advanced classes, Lute will be busy everyday of his school life.",8,FALSE
"The Records of Exorcism","http://novelplanet.com/Novel/%54%68%65%2d%52%65%63%6f%72%64%73%2d%6f%66%2d%45%78%6f%72%63%69%73%6d",1993,"Shounen, Slice of Life, Supernatural            ",FALSE,"Unknown","N/A",1,FALSE
"The Reincarnated Person Doesn't Want to Cheat (LN)","http://novelplanet.com/Novel/%54%68%65%2d%52%65%69%6e%63%61%72%6e%61%74%65%64%2d%50%65%72%73%6f%6e%2d%44%6f%65%73%6e%2d%74%2d%57%61%6e%74%2d%74%6f%2d%43%68%65%61%74%2d%4c%4e",2014,"Fantasy, Romance, Shoujo            ",FALSE,"Yukkuri Free Time Literature Service","She was living peacefully in a World with Magic, but after her head received a blow, Mira remembered a part of her previous life memories. The reincarnated person in cliché fantasy story usually entrusted with a troublesome mission. She doesn’t want to take any part in troublesome things, however that girl eventually meet up with it, in the form of a “Magic Academy Selection Test.” When her magic power was being measured, surely enough her cheat level magical power was exposed. Together with her childhood friend Gai she was compelled to enroll in the academy. Another World Fantasy about The Reincarnated “No More Cheat” Girl that was dragged into various grand incidents.",32,FALSE
"The Reincarnated Person Doesn't Want to Cheat (WN)","http://novelplanet.com/Novel/%54%68%65%2d%52%65%69%6e%63%61%72%6e%61%74%65%64%2d%50%65%72%73%6f%6e%2d%44%6f%65%73%6e%2d%74%2d%57%61%6e%74%2d%74%6f%2d%43%68%65%61%74%2d%57%4e",2014,"Fantasy, Shoujo            ",FALSE,"Unknown","<U+300C>……. Parallel world reincarnation exists.<U+300D> <U+300C>Is your head all right ?<U+300D> Because of the stray ball from her childhood friend, Mira remembered a part of her previous life’s memories. She was dragged to the National Magic Academy examination that comes today and sure enough her magic cheats were recognized. It’s to support her poor family but she refuses to do such troublesome things!",0,TRUE
"The Reincarnated Vampire Wants an Afternoon Nap","http://novelplanet.com/Novel/%54%68%65%2d%52%65%69%6e%63%61%72%6e%61%74%65%64%2d%56%61%6d%70%69%72%65%2d%57%61%6e%74%73%2d%61%6e%2d%41%66%74%65%72%6e%6f%6f%6e%2d%4e%61%70",2015,"Adventure, Comedy, Fantasy, Gender Bender, Shoujo Ai, Slice of Life            ",FALSE,"Unknown","A polite and lethargic boy was reincarnated in another world as a vampire bishoujo.In this world of swords and magic, this protagonist who was reborn replete with all kinds of cheat powers was searching for one thing<U+2015><U+2015>!“Three meals a day, snacks and an afternoon nap, I guess.”Are you really the protagonist!And thus begins the fantasy comedy of a vampire looking for the ideal moocher lifestyle…?",7,FALSE
"The Reluctant Bride Book I","http://novelplanet.com/Novel/%54%68%65%2d%52%65%6c%75%63%74%61%6e%74%2d%42%72%69%64%65%2d%42%6f%6f%6b%2d%49",NA,"Romance            ",FALSE,"Unknown","First meeting, Tan Pan Ting drinks her sorrows away at a bar and Gu Jiao Wen mistakes her for a drug dealer. Second meeting, Tan Pan Ting loses her job and Gu Jiao Wen mistakes her for a hooker. Third meeting, Tan Pan Ting’s parents forces her to go on a blind date. She splashes a glass of water at Gu Jiao Wen’s face, and he informs their families he wants to marry her. Wedding, someone binds Tan Pan Ting to the altar. Marriage, Tan Pan Ting wants to find a way to escape being Gu Jiao Wen’s wife. Love, when Tan Pan Ting realises she’s falling in love with Gu Jiao Wen, she sees a beautiful woman fixing Gu Jiao Wen’s tie, and she overhears them talking like they’re having an affair. Note: The Reluctant Bride Book I & Book II are independent stories of each other.",27,FALSE
"The Reluctant Bride Book II","http://novelplanet.com/Novel/%54%68%65%2d%52%65%6c%75%63%74%61%6e%74%2d%42%72%69%64%65%2d%42%6f%6f%6b%2d%49%49",NA,"Drama, Romance, Slice of Life            ",TRUE,"Unknown","Female Lead – Qiao Tan Yuan (QTY) Male Lead – Gu Jiao Wu (GJW) QTY secretly paid GJW’s ex-girlfriend to leave GJW. GJW’s family and QTY’s family are close, and arranged GJW to marry QTY. During GJW and QTY’s marriage they have a baby after GJW’s drugged by an enemy. QTY lies to GJW she aborted their baby, and agrees to divorce him. After a series of events, GJW and QTY are trapped together in an elevator, and GJW unknowingly helps QTY give birth to their baby. GJW demands a DNA test and finds out the truth. GJW and QTY make a compromise, and agrees to live together to raise their baby. They bond as a family. At first GJW wants to remarry QTY for the sake of their baby, but GJW slowly falls in love with QTY. Many misunderstandings (hence the melodrama / angst warning) happen between GJW and QTY. One of the main misunderstandings is GJW’s ex-girlfriend’s lookalike appears, and exposes QTY’s secret about paying off GJW’s ex-girlfriend. Afterward QTY takes custody of their child and cancel their plan to remarry. Note: The Reluctant Bride Book I & Book II are independent stories of each other.",157,FALSE
"The Rental Shop Owner","http://novelplanet.com/Novel/%54%68%65%2d%52%65%6e%74%61%6c%2d%53%68%6f%70%2d%4f%77%6e%65%72",NA,"Drama, Romance, Shounen Ai, Yaoi            ",TRUE,"Unknown","I think that was the moment when everything started to change. I don’t know why but I had never liked anyone in all those years. Even though I liked men, I had never taken a liking to any. I thought it was out of sympathy and pity at that time. But someone once said that love stemming from sympathy and pity is actually more down-to-earth. I think it was Zheng Zhihua talking about his wife.",19,FALSE
"The Return of the Condor Heroes","http://novelplanet.com/Novel/%54%68%65%2d%52%65%74%75%72%6e%2d%6f%66%2d%74%68%65%2d%43%6f%6e%64%6f%72%2d%48%65%72%6f%65%73",1959,"Action, Adventure, Martial Arts, Wuxia            ",TRUE,"Unknown","The Return of the Condor Heroes by Jin Yong was first serialized in newspapers from between 20 May 1959 and 5 July 1961. This is the second book of the Condor Trilogy. The story has undergone two revisions. The second edition was released in May 1976 and and the third edition was published in January 2003.",40,FALSE
"The Reunion With Twelve Fascinating Goddesses","http://novelplanet.com/Novel/%54%68%65%2d%52%65%75%6e%69%6f%6e%2d%57%69%74%68%2d%54%77%65%6c%76%65%2d%46%61%73%63%69%6e%61%74%69%6e%67%2d%47%6f%64%64%65%73%73%65%73",2014,"Action, Adventure, Comedy, Fantasy, Harem, Romance            ",FALSE,"Unknown","A young man named Kurosu Tooi was summoned to another world. He commanded 12 beautiful goddesses to defeat the demon king in order to return to his world. After one year. He returned back to the other world but, 10 years passed there—– “Long time no see Tooi Onii-chan” “Did you fall in love with my breast?” His other world comrades have aged. However, the [Nebulosa] (12 Goddesses) Tooi released are on a rampage in every parts of the continent. “Cry in joy, Tooi Cross. The enemies this time are the women you loved” His strongest servants are now his strongest enemies. It’s time to save his scattered comrades; in his 2nd coming to the other world, he has to fight, talk and make them fall for him! Let the curtain unfold, for this an Reunion fantasy of obtaining the strongest Goddesses (Heroines)!",17,FALSE
"The Rice Pot Next Door","http://novelplanet.com/Novel/%54%68%65%2d%52%69%63%65%2d%50%6f%74%2d%4e%65%78%74%2d%44%6f%6f%72",NA,"Comedy, Romance            ",FALSE,"Unknown","“Yo, Rice Pot next door. You ate so much of my rice, how are you going to repay me?” “Money? I do not want money. I want you.” <U+996D><U+6876>    [Rice Pot/Container/Bucket]: – refers to a person who eats a lot (of rice).  Sometimes, the term may take on a negative connotation when used to describe a person is only capable of eating and not anything else.",0,TRUE
"The Royal Princess Fox","http://novelplanet.com/Novel/%54%68%65%2d%52%6f%79%61%6c%2d%50%72%69%6e%63%65%73%73%2d%46%6f%78",NA,"Drama, Fantasy, Historical, Josei, Romance            ",FALSE,"IAmABanana","All her life, just because she fell too deep in love, she met with a tragic end, poisoned to death by the person she loved. Then, came along another chance, your mother, I don’t want to love anymore, can’t I? Feelings and whatnot were tossed far away. The body feels light without the burden of feelings. Carefree, fooling around in Jiang Hu*, doing anything to her heart’s content. There’s nothing in the world more beautiful than this. She doesn’t care anymore, so why can’t they let go of her? *<U+6C5F><U+6E56>",22,FALSE
"The Royal's Cute Little Wife","http://novelplanet.com/Novel/%54%68%65%2d%52%6f%79%61%6c%2d%73%2d%43%75%74%65%2d%4c%69%74%74%6c%65%2d%57%69%66%65",NA,"Historical, Romance, Shoujo, Slice of Life            ",FALSE,"Girly Novels","In childhood, they were neighbors. Xie Zhen always bullied Li Yu. Who told him to be as beautiful as a girl? After parting for many years, they met again in the capital. With a tall stature and heroic bearing, he seemed like a completely different person. Not only that, but his identity had also risen to that of the sixth prince. Hearing he wanted to marry her, Xie Zhen was almost scared silly: S(<U+3063> °<U+0414> °;)<U+3063> What’s his intention? Taking revenge on her?",1,FALSE
"The Sacred Ruins","http://novelplanet.com/Novel/%54%68%65%2d%53%61%63%72%65%64%2d%42%75%72%69%61%6c%2d%47%72%6f%75%6e%64%73",2016,"Action, Comedy, Fantasy, Martial Arts, Mature, Romance, Sci-fi, Wuxia, Xianxia            ",FALSE,"Qidian International","Hark as the tides ebb and flow. Watch as the moon wanes and grows. As that trail of misty haze enshrouds the earth,  Behold! That once quenched fire enkindles amidst the holy ruins, And that yoke that shackles the world tardily unravels. A brave new world is on the offing, As the secrets ‘neath its cryptic cloak slowly unbosom…",37,FALSE
"The School Prince is a Girl","http://novelplanet.com/Novel/%54%68%65%2d%53%63%68%6f%6f%6c%2d%50%72%69%6e%63%65%2d%69%73%2d%61%2d%47%69%72%6c",2017,"Gender Bender, Romance, School Life, Shoujo            ",FALSE,"Girly Novels","On the surface, she’s a gay high school boy. In reality, she’s the hacker known as Z, who hunts criminals using the Internet. A girl dressed in men’s clothes; a master at playing games; punishing evil; having the highest skill in seducing girls. When people learned that “he” was actually female, the entire population blew up! Fu Jiu: “Great Deity Qin, do you have a girlfriend?” Qin Mo puts down the laptop: “Don’t have.” Fu Jiu starts to seduce in a low voice: “In that case, you have one starting now. Me.” Hearing this, Qin Mo leans over tyrannically. Fu Jiu is dumbstruck: “Hold on! What are you doing?” Qin Mo: “Using my boyfriend privilege.”",1,FALSE
"The Servant is Formerly the Strongest Assassin!?","http://novelplanet.com/Novel/%54%68%65%2d%53%65%72%76%61%6e%74%2d%69%73%2d%46%6f%72%6d%65%72%6c%79%2d%74%68%65%2d%53%74%72%6f%6e%67%65%73%74%2d%41%73%73%61%73%73%69%6e",2016,"Action            ",FALSE,"Geeky Oven","N/A",2,FALSE
"The Side Of The Last Boss","http://novelplanet.com/Novel/%54%68%65%2d%53%69%64%65%2d%4f%66%2d%54%68%65%2d%4c%61%73%74%2d%42%6f%73%73",NA,"Fantasy, Slice of Life            ",FALSE,"Unknown","The short lived life of the 16 year old boy who loved observations was over.Thereupon, the god appeared before him, and requested to live a perfect role suited to him in the after life. With the boy’s approval, he reincarnated. His next life was that of an evil god named Ashtarre.In the terms of the games, he was the last boss that will arrive as an addition to the story after the hero defeated the demon lord, an underground boss.Watching over the world with magic, 1000 years has passed.Hey! Why isn’t anybody coming! I’m pretty much the underground last boss you know!?As one would expect, the bored Ashtarre, faced with such situation, have decided to go to a certain school.At times, getting carried away and beating up demons, at times getting carried away like becoming a president of a bank and making a counter offensive to major power countries.That kind of Evil God’s story.",0,TRUE
"The Silly Alchemist","http://novelplanet.com/Novel/%54%68%65%2d%53%69%6c%6c%79%2d%41%6c%63%68%65%6d%69%73%74",2010,"Action, Adventure, Comedy, Fantasy, Harem, Martial Arts, Romance, Xuanhuan            ",FALSE,"Lesyt","In my previous life, I had been ordinary all my life. When I reincarnate, this time, I want to find a family which has authority, power and money! I want to become a prodigal son! A prodigal who has authority, power and money! Yep, it would be great if there were some lackeys who followed behind me too. I want to squander money, I want to be a prodigal son! [I want to let the world confront a surging tide – an Alchemist Surging Tide!] Introduction by staff: Ye Lang was a person who wanted to live an ordinary life, but alas, life kicked him to the curb after giving him some candy. In his next life, Ye Lang doesn’t want to be ordinary anymore, he wants to do what he hasn’t been able to: Squander money like his life depends on it! This is a novel that tries to avoid the regular xianxia clichés. So if you are tired of the clichés and the arrogant MC’s, then this is definitely the novel for you.",63,FALSE
"The Simple Life of Killing Demons","http://novelplanet.com/Novel/%54%68%65%2d%53%69%6d%70%6c%65%2d%4c%69%66%65%2d%6f%66%2d%4b%69%6c%6c%69%6e%67%2d%44%65%6d%6f%6e%73",2013,"Action, Comedy, Drama, Fantasy, Harem, Romance, School Life, Supernatural            ",FALSE,"Alyschu","Imagination is always pleasant, but reality is cruel. I just wanted a simple life but why am I always getting into trouble?",39,FALSE
